date,station,total,direction_1,direction_2,min_temp,max_temp,precipitation,cloud_cover,sunshine_hours
2018-04-10,Kreuther,404.0,158.0,246.0,9.7,19.3,0.3,91,4.6
2018-04-11,Kreuther,443.0,171.0,272.0,9.0,19.5,0.0,73,10.8
2018-04-12,Kreuther,444.0,171.0,273.0,12.2,24.4,0.0,86,6.9
2018-04-13,Kreuther,376.0,150.0,226.0,8.2,19.2,0.0,93,7.8
2018-04-14,Kreuther,296.0,95.0,201.0,6.6,20.3,0.0,66,11.5
2018-04-15,Kreuther,224.0,74.0,150.0,7.7,19.2,0.9,98,3.4
2018-04-16,Kreuther,187.0,80.0,107.0,11.5,14.8,2.5,96,0.2
2018-04-17,Kreuther,432.0,156.0,276.0,9.3,20.6,0.0,31,10.3
2018-04-18,Kreuther,511.0,205.0,306.0,7.1,22.5,0.0,11,13.1
2018-04-19,Kreuther,488.0,190.0,298.0,8.3,24.6,0.0,34,13.1
2018-04-20,Kreuther,537.0,208.0,329.0,8.7,27.7,0.0,75,13.3
2018-04-21,Kreuther,342.0,118.0,224.0,10.5,27.2,0.0,60,13.1
2018-04-22,Kreuther,447.0,185.0,262.0,10.9,27.6,0.0,50,12.0
2018-04-23,Kreuther,403.0,166.0,237.0,13.3,25.0,0.2,96,5.3
2018-04-24,Kreuther,476.0,188.0,288.0,12.5,22.8,0.0,91,10.2
2018-04-25,Kreuther,449.0,177.0,272.0,11.9,24.6,1.0,68,10.7
2018-04-26,Kreuther,302.0,118.0,184.0,7.4,13.4,0.1,95,1.0
2018-04-27,Kreuther,434.0,165.0,269.0,5.3,22.0,0.0,75,13.1
2018-04-28,Kreuther,279.0,104.0,175.0,9.5,24.1,0.0,26,13.3
2018-04-29,Kreuther,392.0,142.0,250.0,10.6,27.8,0.0,69,12.2
2018-04-30,Kreuther,279.0,105.0,174.0,9.3,19.7,1.5,86,5.4
2018-05-01,Kreuther,238.0,92.0,146.0,10.4,15.9,0.0,96,3.5
2018-05-02,Kreuther,426.0,169.0,257.0,9.1,18.5,0.0,98,3.0
2018-05-03,Kreuther,416.0,163.0,253.0,11.6,20.1,0.0,98,3.2
2018-05-04,Kreuther,394.0,165.0,229.0,12.4,20.3,0.0,88,2.5
2018-05-05,Kreuther,318.0,124.0,194.0,12.4,22.2,0.0,66,8.6
2018-05-06,Kreuther,375.0,117.0,258.0,11.7,23.2,0.0,13,13.3
2018-05-07,Kreuther,494.0,200.0,294.0,9.8,23.7,0.0,15,14.3
2018-05-08,Kreuther,539.0,198.0,341.0,11.0,24.1,0.0,34,14.2
2018-05-09,Kreuther,438.0,169.0,269.0,10.1,22.5,1.2,43,11.4
2018-05-10,Kreuther,336.0,101.0,235.0,9.7,22.6,1.0,75,9.9
2018-05-11,Kreuther,402.0,165.0,237.0,9.2,21.4,0.0,75,9.7
2018-05-12,Kreuther,276.0,99.0,177.0,11.4,26.4,0.0,65,10.8
2018-05-13,Kreuther,225.0,85.0,140.0,12.0,26.1,10.6,48,10.3
2018-05-14,Kreuther,342.0,143.0,199.0,13.1,22.1,0.0,91,3.3
2018-05-15,Kreuther,355.0,143.0,212.0,10.0,17.2,9.5,80,4.8
2018-05-16,Kreuther,201.0,91.0,110.0,9.5,13.2,22.3,98,0.2
2018-05-17,Kreuther,272.0,118.0,154.0,10.1,16.9,5.8,96,2.6
2018-05-18,Kreuther,370.0,145.0,225.0,10.7,20.8,0.0,74,9.7
2018-05-19,Kreuther,162.0,49.0,113.0,8.8,21.1,20.4,74,8.0
2018-05-20,Kreuther,154.0,59.0,95.0,11.6,21.4,0.4,99,2.9
2018-05-21,Kreuther,299.0,106.0,193.0,10.0,24.4,0.0,35,12.1
2018-05-22,Kreuther,364.0,139.0,225.0,10.7,25.0,0.0,90,10.9
2018-05-23,Kreuther,327.0,120.0,207.0,13.9,24.3,1.6,96,4.8
2018-05-24,Kreuther,187.0,83.0,104.0,13.1,21.4,28.7,94,2.7
2018-05-25,Kreuther,366.0,158.0,208.0,11.1,25.1,0.0,28,12.8
2018-05-26,Kreuther,322.0,118.0,204.0,12.2,25.7,0.0,84,12.4
2018-05-27,Kreuther,314.0,110.0,204.0,13.8,27.0,0.0,93,10.9
2018-05-28,Kreuther,399.0,152.0,247.0,14.3,29.0,0.0,70,12.2
2018-05-29,Kreuther,368.0,149.0,219.0,15.3,27.0,26.3,96,10.2
2018-05-30,Kreuther,381.0,143.0,238.0,16.1,26.9,0.0,65,10.5
2018-05-31,Kreuther,277.0,108.0,169.0,16.4,28.3,13.4,64,10.3
2018-06-01,Kreuther,260.0,119.0,141.0,15.0,24.2,1.3,95,6.3
2018-06-02,Kreuther,257.0,108.0,149.0,15.2,24.4,0.0,51,10.9
2018-06-03,Kreuther,368.0,128.0,240.0,14.2,27.2,0.0,25,13.0
2018-06-04,Kreuther,544.0,202.0,342.0,14.3,28.1,0.0,18,15.0
2018-06-05,Kreuther,577.0,233.0,344.0,15.9,27.9,0.0,18,13.3
2018-06-06,Kreuther,479.0,213.0,266.0,15.6,28.4,3.5,70,9.5
2018-06-07,Kreuther,376.0,156.0,220.0,14.8,25.3,5.7,93,5.1
2018-06-08,Kreuther,397.0,152.0,245.0,16.0,27.8,0.1,79,8.2
2018-06-09,Kreuther,302.0,110.0,192.0,15.8,27.7,8.7,76,10.5
2018-06-10,Kreuther,247.0,81.0,166.0,16.9,26.5,0.1,56,11.2
2018-06-11,Kreuther,444.0,179.0,265.0,17.1,29.7,2.2,50,9.6
2018-06-12,Kreuther,307.0,124.0,183.0,15.3,24.1,61.7,95,2.2
2018-06-13,Kreuther,172.0,70.0,102.0,12.1,15.5,12.6,95,0.0
2018-06-14,Kreuther,614.0,235.0,379.0,10.7,19.4,0.0,68,6.4
2018-06-15,Kreuther,489.0,201.0,288.0,11.1,22.4,0.0,65,12.0
2018-06-16,Kreuther,318.0,119.0,199.0,10.7,25.1,0.0,26,14.0
2018-06-17,Kreuther,255.0,85.0,170.0,14.1,24.2,10.7,89,6.3
2018-06-18,Kreuther,480.0,192.0,288.0,15.2,23.0,0.0,79,6.7
2018-06-19,Kreuther,578.0,240.0,338.0,14.0,25.3,0.0,48,8.6
2018-06-20,Kreuther,552.0,222.0,330.0,14.4,28.2,0.0,6,15.0
2018-06-21,Kreuther,498.0,180.0,318.0,15.3,29.4,0.7,56,9.1
2018-06-22,Kreuther,408.0,178.0,230.0,10.0,17.2,0.0,33,11.3
2018-06-23,Kreuther,249.0,106.0,143.0,8.9,18.5,0.0,83,7.4
2018-06-24,Kreuther,202.0,74.0,128.0,12.6,19.8,2.8,99,4.6
2018-06-25,Kreuther,353.0,143.0,210.0,11.1,19.5,0.0,96,2.6
2018-06-26,Kreuther,516.0,221.0,295.0,11.1,21.9,0.0,50,8.9
2018-06-27,Kreuther,521.0,193.0,328.0,11.7,22.7,1.8,49,7.8
2018-06-28,Kreuther,210.0,80.0,130.0,11.6,15.7,20.7,94,0.0
2018-06-29,Kreuther,332.0,152.0,180.0,14.6,23.8,0.0,85,4.3
2018-06-30,Kreuther,374.0,140.0,234.0,15.0,26.7,0.0,29,12.4
2018-07-01,Kreuther,285.0,95.0,190.0,12.2,23.5,0.0,0,15.6
2018-07-02,Kreuther,538.0,208.0,330.0,11.0,24.5,0.0,8,15.6
2018-07-03,Kreuther,562.0,232.0,330.0,12.0,26.6,0.0,71,12.8
2018-07-04,Kreuther,537.0,229.0,308.0,16.1,26.9,0.2,86,7.7
2018-07-05,Kreuther,479.0,199.0,280.0,13.7,26.0,8.9,81,5.9
2018-07-06,Kreuther,180.0,68.0,112.0,15.4,20.7,13.7,98,0.5
2018-07-07,Kreuther,374.0,158.0,216.0,13.9,24.8,0.0,41,12.3
2018-07-08,Kreuther,371.0,146.0,225.0,15.3,25.5,0.0,63,12.2
2018-07-09,Kreuther,549.0,223.0,326.0,13.3,26.8,0.0,73,12.5
2018-07-10,Kreuther,446.0,175.0,271.0,15.2,24.4,4.3,94,3.4
2018-07-11,Kreuther,484.0,205.0,279.0,12.7,19.8,0.0,75,6.1
2018-07-12,Kreuther,533.0,214.0,319.0,12.1,23.3,0.0,25,12.9
2018-07-13,Kreuther,494.0,203.0,291.0,13.0,27.3,0.0,6,14.3
2018-07-14,Kreuther,255.0,107.0,148.0,14.8,27.9,2.1,66,8.2
2018-07-15,Kreuther,297.0,115.0,182.0,15.1,27.7,5.1,73,9.4
2018-07-16,Kreuther,335.0,138.0,197.0,15.0,25.4,0.1,74,7.6
2018-07-17,Kreuther,497.0,215.0,282.0,15.0,26.8,4.7,56,10.1
2018-07-18,Kreuther,605.0,261.0,344.0,16.0,28.2,0.0,19,13.5
2018-07-19,Kreuther,586.0,244.0,342.0,14.6,28.2,0.0,30,13.5
2018-07-20,Kreuther,495.0,200.0,295.0,14.7,29.9,7.1,61,11.5
2018-07-21,Kreuther,111.0,53.0,58.0,16.3,20.3,26.0,98,0.5
2018-07-22,Kreuther,54.0,20.0,34.0,15.9,18.5,18.1,96,0.0
2018-07-23,Kreuther,410.0,173.0,237.0,14.0,25.0,3.0,81,13.0
2018-07-24,Kreuther,609.0,238.0,371.0,13.0,28.0,0.0,4,14.0
2018-07-25,Kreuther,526.0,211.0,315.0,16.5,30.7,0.7,24,11.6
2018-07-26,Kreuther,538.0,205.0,333.0,16.9,29.0,0.0,11,14.3
2018-07-27,Kreuther,565.0,221.0,344.0,16.8,29.8,0.0,15,13.4
2018-07-28,Kreuther,263.0,103.0,160.0,17.1,30.0,0.5,56,10.0
2018-07-29,Kreuther,274.0,114.0,160.0,18.8,29.8,0.0,89,12.3
2018-07-30,Kreuther,492.0,202.0,290.0,18.7,32.3,0.0,10,12.5
2018-07-31,Kreuther,518.0,207.0,311.0,17.5,33.7,0.0,6,14.0
2018-08-01,Kreuther,480.0,186.0,294.0,20.8,34.3,0.0,29,12.3
2018-08-02,Kreuther,478.0,194.0,284.0,19.3,31.3,0.0,53,12.1
2018-08-03,Kreuther,389.0,155.0,234.0,19.7,32.7,0.0,33,13.2
2018-08-04,Kreuther,248.0,122.0,126.0,19.2,34.2,0.0,38,12.3
2018-08-05,Kreuther,246.0,85.0,161.0,21.4,31.9,0.0,38,11.8
2018-08-06,Kreuther,480.0,200.0,280.0,18.6,32.0,0.0,89,12.7
2018-08-07,Kreuther,452.0,179.0,273.0,20.5,32.0,0.4,70,6.8
2018-08-08,Kreuther,480.0,194.0,286.0,18.8,30.4,0.0,50,11.1
2018-08-09,Kreuther,406.0,155.0,251.0,17.9,35.1,22.6,69,10.4
2018-08-10,Kreuther,157.0,64.0,93.0,13.7,18.6,8.5,83,0.2
2018-08-11,Kreuther,279.0,110.0,169.0,12.4,24.7,0.0,56,12.8
2018-08-12,Kreuther,296.0,105.0,191.0,12.0,28.8,0.0,25,13.8
2018-08-13,Kreuther,320.0,140.0,180.0,17.3,30.1,25.1,58,8.7
2018-08-14,Kreuther,266.0,109.0,157.0,16.4,23.9,0.0,96,3.8
2018-08-15,Kreuther,313.0,105.0,208.0,16.7,25.7,0.0,51,10.3
2018-08-16,Kreuther,392.0,156.0,236.0,15.3,27.8,0.0,9,13.5
2018-08-17,Kreuther,384.0,158.0,226.0,14.5,29.0,0.0,36,12.7
2018-08-18,Kreuther,214.0,85.0,129.0,18.0,27.4,0.0,75,10.3
2018-08-19,Kreuther,241.0,95.0,146.0,16.6,30.1,0.0,26,12.7
2018-08-20,Kreuther,376.0,159.0,217.0,18.4,29.7,0.0,38,12.7
2018-08-21,Kreuther,426.0,177.0,249.0,16.7,29.8,0.0,10,12.3
2018-08-22,Kreuther,390.0,167.0,223.0,16.3,31.5,0.0,14,13.0
2018-08-23,Kreuther,307.0,137.0,170.0,19.6,29.9,0.2,73,9.5
2018-08-24,Kreuther,175.0,79.0,96.0,14.6,23.1,3.4,91,0.8
2018-08-25,Kreuther,101.0,38.0,63.0,10.5,17.8,6.1,96,0.0
2018-08-26,Kreuther,204.0,76.0,128.0,9.5,18.5,0.0,76,8.8
2018-08-27,Kreuther,369.0,159.0,210.0,8.3,25.5,0.0,59,9.9
2018-08-28,Kreuther,373.0,146.0,227.0,14.4,25.9,0.0,68,7.9
2018-08-29,Kreuther,435.0,173.0,262.0,13.1,29.2,6.9,64,10.4
2018-08-30,Kreuther,126.0,49.0,77.0,14.6,18.9,7.1,96,0.0
2018-08-31,Kreuther,116.0,54.0,62.0,13.3,15.3,20.8,98,0.0
2018-09-01,Kreuther,50.0,20.0,30.0,11.0,13.4,8.7,98,0.0
2018-09-02,Kreuther,103.0,39.0,64.0,11.5,16.7,0.2,100,0.0
2018-09-03,Kreuther,295.0,122.0,173.0,12.5,19.4,24.5,99,2.9
2018-09-04,Kreuther,149.0,72.0,77.0,14.2,19.7,11.0,94,3.1
2018-09-05,Kreuther,428.0,178.0,250.0,12.3,24.7,0.0,34,11.1
2018-09-06,Kreuther,396.0,172.0,224.0,12.3,25.5,11.5,58,11.6
2018-09-07,Kreuther,221.0,85.0,136.0,14.5,23.0,2.0,94,2.6
2018-09-08,Kreuther,210.0,77.0,133.0,12.7,21.9,0.0,63,7.5
2018-09-09,Kreuther,269.0,104.0,165.0,11.1,24.7,0.0,73,12.2
2018-09-10,Kreuther,454.0,175.0,279.0,11.3,25.5,0.0,54,10.9
2018-09-11,Kreuther,475.0,193.0,282.0,13.9,27.8,0.0,74,12.0
2018-09-12,Kreuther,494.0,200.0,294.0,14.2,29.3,0.0,14,12.1
2018-09-13,Kreuther,416.0,166.0,250.0,15.7,25.3,13.7,88,3.1
2018-09-14,Kreuther,234.0,103.0,131.0,14.3,21.1,0.9,83,2.3
2018-09-15,Kreuther,147.0,63.0,84.0,11.3,21.0,0.0,65,3.9
2018-09-16,Kreuther,261.0,109.0,152.0,9.5,23.6,0.8,63,10.7
2018-09-17,Kreuther,475.0,197.0,278.0,14.5,25.8,0.0,28,11.0
2018-09-18,Kreuther,515.0,208.0,307.0,14.2,28.0,0.5,36,10.1
2018-09-19,Kreuther,485.0,203.0,282.0,14.5,25.5,0.0,43,7.4
2018-09-20,Kreuther,500.0,209.0,291.0,13.2,27.7,0.0,21,11.7
2018-09-21,Kreuther,395.0,162.0,233.0,11.7,28.6,3.0,61,8.3
2018-09-22,Kreuther,150.0,61.0,89.0,11.1,17.6,8.3,94,7.9
2018-09-23,Kreuther,118.0,41.0,77.0,9.7,25.6,14.2,86,4.8
2018-09-24,Kreuther,294.0,132.0,162.0,5.8,13.6,0.0,53,5.9
2018-09-25,Kreuther,401.0,152.0,249.0,4.2,13.1,0.0,16,8.8
2018-09-26,Kreuther,389.0,133.0,256.0,2.7,17.4,0.0,80,10.5
2018-09-27,Kreuther,391.0,153.0,238.0,6.1,22.5,0.0,4,11.6
2018-09-28,Kreuther,370.0,140.0,230.0,8.6,21.7,0.0,25,10.7
2018-09-29,Kreuther,167.0,52.0,115.0,5.8,16.2,0.0,55,8.3
2018-09-30,Kreuther,204.0,60.0,144.0,3.4,20.5,18.7,11,11.1
2018-10-01,Kreuther,131.0,54.0,77.0,7.2,13.4,10.9,98,0.3
2018-10-02,Kreuther,323.0,114.0,209.0,5.3,11.8,0.0,95,3.9
2018-10-03,Kreuther,101.0,36.0,65.0,9.1,14.5,0.0,96,0.5
2018-10-04,Kreuther,342.0,142.0,200.0,5.8,17.2,0.0,11,10.0
2018-10-05,Kreuther,305.0,116.0,189.0,4.9,20.8,0.0,41,11.1
2018-10-06,Kreuther,203.0,76.0,127.0,8.3,23.2,0.4,96,7.3
2018-10-07,Kreuther,172.0,60.0,112.0,11.2,20.9,0.0,85,1.0
2018-10-08,Kreuther,420.0,163.0,257.0,9.4,18.4,0.0,55,4.2
2018-10-09,Kreuther,420.0,175.0,245.0,9.9,18.4,0.0,71,3.0
2018-10-10,Kreuther,432.0,178.0,254.0,10.5,20.6,0.0,41,7.5
2018-10-11,Kreuther,454.0,185.0,269.0,8.6,25.1,0.0,29,10.0
2018-10-12,Kreuther,394.0,158.0,236.0,11.0,24.6,0.0,20,10.3
2018-10-13,Kreuther,288.0,91.0,197.0,8.6,22.3,0.0,0,10.6
2018-10-14,Kreuther,302.0,107.0,195.0,8.1,25.0,0.0,0,10.5
2018-10-15,Kreuther,439.0,186.0,253.0,7.5,23.2,0.0,0,10.0
2018-10-16,Kreuther,450.0,189.0,261.0,7.7,22.2,0.0,5,10.1
2018-10-17,Kreuther,439.0,187.0,252.0,7.1,20.9,0.0,3,10.1
2018-10-18,Kreuther,375.0,157.0,218.0,6.3,19.4,0.0,73,9.4
2018-10-19,Kreuther,355.0,145.0,210.0,6.6,17.4,0.0,51,5.0
2018-10-20,Kreuther,169.0,68.0,101.0,6.3,15.5,0.0,81,3.4
2018-10-21,Kreuther,187.0,70.0,117.0,3.9,14.5,0.0,46,7.7
2018-10-22,Kreuther,384.0,148.0,236.0,2.0,13.4,0.0,31,9.9
2018-10-23,Kreuther,306.0,127.0,179.0,7.2,13.5,0.2,99,1.0
2018-10-24,Kreuther,217.0,81.0,136.0,10.2,12.8,3.7,98,0.0
2018-10-25,Kreuther,319.0,119.0,200.0,10.1,15.4,0.0,88,4.3
2018-10-26,Kreuther,376.0,159.0,217.0,7.2,17.4,0.0,79,6.8
2018-10-27,Kreuther,38.0,15.0,23.0,3.4,8.8,24.5,95,0.0
2018-10-28,Kreuther,29.0,14.0,15.0,2.0,4.3,4.4,98,0.0
2018-10-29,Kreuther,187.0,80.0,107.0,3.2,15.1,1.5,94,0.2
2018-10-30,Kreuther,247.0,88.0,159.0,2.0,15.5,0.0,51,1.8
2018-10-31,Kreuther,225.0,86.0,139.0,1.2,12.3,0.0,81,3.8
2018-11-01,Kreuther,92.0,29.0,63.0,6.0,14.5,0.0,76,1.7
2018-11-02,Kreuther,174.0,70.0,104.0,5.6,10.7,0.5,100,0.6
2018-11-03,Kreuther,98.0,44.0,54.0,7.8,10.9,0.0,100,0.0
2018-11-04,Kreuther,92.0,30.0,62.0,9.1,10.7,0.0,100,0.0
2018-11-05,Kreuther,331.0,143.0,188.0,6.4,17.9,0.0,73,6.1
2018-11-06,Kreuther,407.0,178.0,229.0,5.5,21.2,0.0,69,6.9
2018-11-07,Kreuther,359.0,159.0,200.0,6.6,17.3,0.0,54,7.8
2018-11-08,Kreuther,305.0,132.0,173.0,7.4,14.6,0.0,69,2.4
2018-11-09,Kreuther,313.0,135.0,178.0,6.9,10.6,0.0,100,0.0
2018-11-10,Kreuther,183.0,77.0,106.0,5.8,13.3,0.2,66,5.7
2018-11-11,Kreuther,135.0,49.0,86.0,6.0,15.8,0.0,58,5.8
2018-11-12,Kreuther,388.0,172.0,216.0,3.8,17.7,0.0,29,9.1
2018-11-13,Kreuther,360.0,156.0,204.0,3.9,13.7,0.1,79,2.2
2018-11-14,Kreuther,299.0,129.0,170.0,1.8,6.6,0.0,73,0.0
2018-11-15,Kreuther,315.0,138.0,177.0,1.7,5.5,0.0,99,0.0
2018-11-16,Kreuther,298.0,129.0,169.0,0.9,5.5,0.0,64,3.3
2018-11-17,Kreuther,117.0,46.0,71.0,0.0,7.5,0.0,9,8.4
2018-11-18,Kreuther,101.0,35.0,66.0,-1.4,5.3,1.1,26,8.5
2018-11-19,Kreuther,209.0,93.0,116.0,-0.7,0.6,0.1,98,0.0
2018-11-20,Kreuther,288.0,125.0,163.0,-1.1,6.8,0.0,45,7.0
2018-11-21,Kreuther,247.0,92.0,155.0,-1.4,1.3,0.0,100,0.0
2018-11-22,Kreuther,263.0,110.0,153.0,0.6,6.0,0.0,91,4.5
2018-11-23,Kreuther,305.0,129.0,176.0,-0.3,2.5,0.0,100,0.0
2018-11-24,Kreuther,60.0,28.0,32.0,2.4,7.6,1.1,96,0.3
2018-11-25,Kreuther,67.0,21.0,46.0,0.5,4.2,0.8,98,0.0
2018-11-26,Kreuther,180.0,69.0,111.0,0.3,3.3,14.8,98,0.0
2018-11-27,Kreuther,166.0,75.0,91.0,-0.6,1.6,2.3,95,0.0
2018-11-28,Kreuther,221.0,95.0,126.0,-1.8,1.3,0.0,84,0.0
2018-11-29,Kreuther,251.0,109.0,142.0,-1.7,2.4,0.0,95,5.9
2018-11-30,Kreuther,214.0,91.0,123.0,-0.3,5.2,4.1,98,0.0
2018-12-01,Kreuther,110.0,38.0,72.0,3.7,9.6,0.0,96,2.4
2018-12-02,Kreuther,56.0,20.0,36.0,3.5,11.9,8.1,98,0.1
2018-12-03,Kreuther,253.0,116.0,137.0,9.8,14.3,1.1,99,1.7
2018-12-04,Kreuther,255.0,100.0,155.0,3.9,10.6,2.2,84,0.4
2018-12-05,Kreuther,273.0,119.0,154.0,3.7,6.1,2.3,100,0.0
2018-12-06,Kreuther,251.0,107.0,144.0,4.0,11.5,0.0,98,1.0
2018-12-07,Kreuther,274.0,103.0,171.0,8.3,13.5,0.0,99,1.1
2018-12-08,Kreuther,75.0,30.0,45.0,4.6,8.3,2.8,85,3.5
2018-12-09,Kreuther,44.0,18.0,26.0,4.2,9.1,15.9,98,0.0
2018-12-10,Kreuther,198.0,88.0,110.0,0.5,4.7,3.5,94,0.1
2018-12-11,Kreuther,188.0,87.0,101.0,0.2,2.1,1.5,95,0.6
2018-12-12,Kreuther,151.0,69.0,82.0,-0.4,1.2,0.7,98,0.0
2018-12-13,Kreuther,204.0,99.0,105.0,-2.1,0.1,0.0,99,0.0
2018-12-14,Kreuther,192.0,74.0,118.0,-2.6,-1.8,0.0,100,0.0
2018-12-15,Kreuther,86.0,42.0,44.0,-4.7,-1.8,0.0,85,0.0
2018-12-16,Kreuther,40.0,14.0,26.0,-5.4,3.1,0.8,93,0.0
2018-12-17,Kreuther,138.0,50.0,88.0,-2.9,4.2,0.2,98,0.7
2018-12-18,Kreuther,194.0,82.0,112.0,-1.2,6.4,0.0,61,7.3
2018-12-19,Kreuther,191.0,69.0,122.0,-2.6,4.4,1.6,100,0.0
2018-12-20,Kreuther,200.0,81.0,119.0,2.2,8.0,0.0,91,5.6
2018-12-21,Kreuther,168.0,71.0,97.0,4.4,11.3,3.7,98,0.1
2018-12-22,Kreuther,77.0,28.0,49.0,7.6,11.7,8.3,99,0.1
2018-12-23,Kreuther,26.0,10.0,16.0,6.6,11.2,16.5,98,0.0
2018-12-24,Kreuther,30.0,11.0,19.0,2.0,11.7,3.6,96,0.2
2018-12-25,Kreuther,36.0,16.0,20.0,-2.1,2.2,0.0,75,0.0
2018-12-26,Kreuther,41.0,14.0,27.0,-3.8,1.4,0.0,48,7.3
2018-12-27,Kreuther,80.0,38.0,42.0,-5.4,2.0,0.0,94,3.5
2018-12-28,Kreuther,128.0,63.0,65.0,-1.8,5.4,0.0,61,6.7
2018-12-29,Kreuther,60.0,29.0,31.0,-2.5,2.3,1.8,91,0.1
2018-12-30,Kreuther,33.0,17.0,16.0,0.4,3.9,2.4,98,0.0
2018-12-31,Kreuther,32.0,19.0,13.0,2.1,4.6,6.7,94,0.0
2019-01-01,Kreuther,43.0,17.0,26.0,2.7,5.2,1.6,99,0.0
2019-01-02,Kreuther,72.0,37.0,35.0,-2.1,3.2,0.6,88,0.7
2019-01-03,Kreuther,63.0,28.0,35.0,-3.1,-0.6,0.0,93,2.9
2019-01-04,Kreuther,49.0,25.0,24.0,-1.7,-0.3,5.0,96,0.0
2019-01-05,Kreuther,9.0,5.0,4.0,-0.9,1.0,22.1,95,0.0
2019-01-06,Kreuther,5.0,4.0,1.0,0.7,1.8,4.7,95,0.0
2019-01-07,Kreuther,102.0,41.0,61.0,0.7,2.1,2.0,100,0.0
2019-01-08,Kreuther,125.0,58.0,67.0,0.8,4.5,3.9,96,0.5
2019-01-09,Kreuther,116.0,49.0,67.0,-1.5,1.8,15.8,91,0.0
2019-01-10,Kreuther,58.0,23.0,35.0,-3.5,0.1,3.7,94,0.0
2019-01-11,Kreuther,37.0,7.0,30.0,-4.1,-1.0,4.6,98,0.0
2019-01-12,Kreuther,18.0,8.0,10.0,-1.1,2.9,6.0,99,0.1
2019-01-13,Kreuther,4.0,0.0,4.0,1.4,5.4,8.1,99,0.0
2019-01-14,Kreuther,125.0,51.0,74.0,-0.1,4.7,6.1,93,0.0
2019-01-15,Kreuther,123.0,55.0,68.0,-0.8,3.4,0.0,100,0.2
2019-01-16,Kreuther,159.0,63.0,96.0,-0.9,7.5,0.0,79,8.1
2019-01-17,Kreuther,164.0,66.0,98.0,1.9,8.3,1.0,96,1.9
2019-01-18,Kreuther,140.0,61.0,79.0,-2.9,2.2,0.1,93,1.5
2019-01-19,Kreuther,50.0,22.0,28.0,-6.0,-0.1,0.0,80,5.8
2019-01-20,Kreuther,21.0,6.0,15.0,-8.0,-1.5,0.0,75,2.7
2019-01-21,Kreuther,152.0,71.0,81.0,-3.5,-1.9,0.0,100,0.0
2019-01-22,Kreuther,165.0,64.0,101.0,-5.1,-1.2,0.0,100,0.0
2019-01-23,Kreuther,144.0,58.0,86.0,-5.0,-3.3,0.0,100,0.0
2019-01-24,Kreuther,169.0,68.0,101.0,-4.4,-0.4,0.1,91,1.8
2019-01-25,Kreuther,119.0,50.0,69.0,-4.7,-2.6,0.7,98,1.0
2019-01-26,Kreuther,50.0,14.0,36.0,-3.1,4.7,1.2,96,0.0
2019-01-27,Kreuther,61.0,22.0,39.0,2.1,7.1,0.4,99,0.0
2019-01-28,Kreuther,186.0,77.0,109.0,0.2,3.7,0.3,95,1.0
2019-01-29,Kreuther,175.0,73.0,102.0,-2.9,3.3,0.0,79,3.4
2019-01-30,Kreuther,180.0,71.0,109.0,-4.6,4.3,0.0,98,0.3
2019-01-31,Kreuther,199.0,83.0,116.0,-3.6,4.2,0.0,50,7.0
2019-02-01,Kreuther,164.0,66.0,98.0,-0.2,2.7,2.9,99,0.5
2019-02-02,Kreuther,48.0,20.0,28.0,0.7,5.9,10.5,100,0.0
2019-02-03,Kreuther,5.0,3.0,2.0,-1.5,1.7,20.8,98,0.0
2019-02-04,Kreuther,25.0,13.0,12.0,-4.5,2.3,0.0,73,4.3
2019-02-05,Kreuther,30.0,6.0,24.0,-3.9,2.5,0.0,81,5.7
2019-02-06,Kreuther,17.0,3.0,14.0,-6.6,-1.2,0.0,98,5.5
2019-02-07,Kreuther,37.0,4.0,33.0,-5.6,4.5,4.8,98,2.4
2019-02-08,Kreuther,26.0,10.0,16.0,1.7,9.2,0.0,83,8.3
2019-02-09,Kreuther,36.0,16.0,20.0,0.8,9.7,0.4,96,5.0
2019-02-10,Kreuther,56.0,22.0,34.0,4.1,15.2,1.8,96,4.3
2019-02-11,Kreuther,113.0,53.0,60.0,0.0,4.7,6.3,89,0.0
2019-02-12,Kreuther,130.0,43.0,87.0,-0.1,3.2,0.0,94,0.1
2019-02-13,Kreuther,203.0,83.0,120.0,-0.9,8.0,0.0,60,8.5
2019-02-14,Kreuther,237.0,90.0,147.0,-1.5,11.3,0.0,54,8.7
2019-02-15,Kreuther,256.0,98.0,158.0,-1.4,12.6,0.0,14,9.9
2019-02-16,Kreuther,132.0,52.0,80.0,-2.1,15.8,0.0,23,9.8
2019-02-17,Kreuther,164.0,58.0,106.0,-1.7,17.3,0.0,26,10.2
2019-02-18,Kreuther,283.0,126.0,157.0,-1.8,14.8,0.0,0,10.2
2019-02-19,Kreuther,284.0,114.0,170.0,1.0,12.8,0.1,78,6.0
2019-02-20,Kreuther,237.0,102.0,135.0,5.0,10.0,0.0,99,1.3
2019-02-21,Kreuther,255.0,111.0,144.0,4.1,12.8,2.0,88,4.7
2019-02-22,Kreuther,166.0,74.0,92.0,2.7,9.8,0.8,89,0.4
2019-02-23,Kreuther,158.0,70.0,88.0,-1.7,5.7,0.0,31,9.9
2019-02-24,Kreuther,87.0,32.0,55.0,-3.2,6.5,0.0,41,6.6
2019-02-25,Kreuther,255.0,114.0,141.0,-1.7,13.6,0.0,40,10.0
